shipment_id,origin,destination,transport_type,shipment_date,delivery_date,distance_km,weight_kg,weight_bucket,duration_days,shipment_cost_aed,cost_per_km,delay_flag,temperature_c,weather,day_of_week_num,month_num,is_weekend
617,"Ras Al Khaimah",Ajman,Ship,2023-12-05,2023-08-16,656.02,4303.86,Heavy,1,3952.79,6.025,0,35.4,Hot,NULL,NULL,0
619,Dubai,"Ras Al Khaimah",Truck,2023-12-31,2023-03-30,705.98,593.76,Medium,1,377.26,0.534,0,32.5,Clear,NULL,NULL,1
621,"Umm Al Quwain",Ajman,Truck,2023-12-08,2023-01-30,1714.09,4889.46,Heavy,1,7542.88,4.401,0,41,Hot,NULL,NULL,0
622,Ajman,"Abu Dhabi",Ship,2023-05-25,2023-09-05,1491.8,3305.26,Heavy,103,6903.1,4.627,1,48.5,Hot,NULL,NULL,0
623,"Abu Dhabi",Sharjah,Air,2023-11-23,2023-11-13,1675.44,1873.81,Medium,1,7848.64,4.685,0,46.3,Hot,NULL,NULL,0
624,Fujairah,"Umm Al Quwain",Courier,2023-08-05,2023-09-02,1770.7,735.02,Medium,28,2342.7,1.323,1,23.6,"Dust Storm",NULL,NULL,1
625,Sharjah,"Umm Al Quwain",Courier,2023-10-28,2023-03-03,849.82,768.41,Medium,1,1175.42,1.383,1,39.6,"Dust Storm",NULL,NULL,1
626,"Ras Al Khaimah",Fujairah,Air,2023-05-12,2023-05-28,711.67,1816.95,Medium,16,3232.67,4.542,1,20.2,Hot,NULL,NULL,0
627,"Umm Al Quwain",Sharjah,Truck,2023-10-19,2023-06-24,143.52,3570.48,Heavy,1,461.19,3.213,1,39,"Dust Storm",NULL,NULL,0
628,"Abu Dhabi",Dubai,Truck,2023-03-11,2023-10-06,1863.07,163.94,Light,209,274.89,0.148,1,33.9,"Dust Storm",NULL,NULL,1
629,Dubai,Sharjah,Courier,2023-09-09,2023-12-01,159.67,4261.63,Heavy,83,1224.82,7.671,1,34.7,Rainy,NULL,NULL,1
632,Sharjah,Fujairah,Ship,2023-07-01,2023-02-14,1899.1,4565.57,Heavy,1,12138.66,6.392,0,41.9,Rainy,NULL,NULL,1
633,"Umm Al Quwain",Fujairah,Truck,2023-06-16,2023-05-25,856.62,81.62,Light,1,62.93,0.073,0,21.3,Rainy,NULL,NULL,0
634,"Abu Dhabi",Ajman,Ship,2023-04-01,2023-12-20,1638.72,4889.07,Heavy,263,11216.54,6.845,1,42.1,"Dust Storm",NULL,NULL,1
635,Dubai,Ajman,Truck,2023-07-21,2023-11-30,586.83,1834.95,Medium,132,969.12,1.651,1,44.9,Hot,NULL,NULL,0
636,Fujairah,Ajman,Courier,2023-12-12,2023-02-25,619.2,4347.06,Heavy,1,4845.06,7.825,1,22,"Dust Storm",NULL,NULL,0
637,Ajman,Dubai,Truck,2023-01-19,2023-11-04,1203.17,938.11,Medium,289,1015.84,0.844,1,29.7,Rainy,NULL,NULL,0
638,Sharjah,"Abu Dhabi",Truck,2023-02-08,2023-12-25,1996.03,2235.4,Heavy,320,4015.73,2.012,1,43.8,Rainy,NULL,NULL,0
639,"Umm Al Quwain",Dubai,Air,2023-05-06,2023-06-11,1049.62,225.6,Light,36,591.99,0.564,1,34.8,Rainy,NULL,NULL,1
641,Ajman,"Abu Dhabi",Truck,2023-05-21,2023-11-22,1578.91,4716.66,Heavy,185,6702.46,4.245,1,35.1,Hot,NULL,NULL,1
642,"Ras Al Khaimah","Umm Al Quwain",Truck,2023-08-30,2023-07-18,1597.85,4053.98,Heavy,1,5829.89,3.649,0,49.3,Clear,NULL,NULL,0
643,Ajman,"Umm Al Quwain",Courier,2023-08-08,2023-06-09,888.84,2651.48,Heavy,1,4242.13,4.773,0,48.1,Rainy,NULL,NULL,0
644,"Abu Dhabi",Ajman,Truck,2023-05-06,2023-03-22,791.49,2629.66,Heavy,1,1873.21,2.367,0,28.4,Rainy,NULL,NULL,1
648,"Umm Al Quwain","Ras Al Khaimah",Courier,2023-12-27,2023-12-20,1501.72,2427.62,Heavy,1,6562.09,4.37,0,32.1,Hot,NULL,NULL,0
649,"Umm Al Quwain",Ajman,Ship,2023-01-01,2023-07-25,613.62,3191.4,Heavy,205,2741.63,4.468,1,43.2,"Dust Storm",NULL,NULL,1
650,Sharjah,Ajman,Truck,2023-12-14,2023-02-22,513,4824.32,Heavy,1,2227.39,4.342,1,45.4,"Dust Storm",NULL,NULL,0
651,"Abu Dhabi",Sharjah,Truck,2023-07-09,2023-05-19,1977.56,2359.22,Heavy,1,4198.95,2.123,0,46.6,Rainy,NULL,NULL,1
652,Ajman,"Ras Al Khaimah",Ship,2023-07-10,2023-03-16,161.09,2094.93,Heavy,1,472.46,2.933,0,20.4,Clear,NULL,NULL,0
653,Dubai,Fujairah,Courier,2023-11-08,2023-02-11,1691.82,4529.22,Heavy,1,13792.72,8.153,1,43.7,"Dust Storm",NULL,NULL,0
654,Sharjah,Ajman,Courier,2023-04-27,2023-03-19,730.25,4513.39,Heavy,1,5932.63,8.124,0,35.1,Clear,NULL,NULL,0
655,"Umm Al Quwain",Dubai,Ship,2023-05-14,2023-07-07,855.17,4962.13,Heavy,54,5940.85,6.947,1,26.2,Clear,NULL,NULL,1
656,Sharjah,Fujairah,Truck,2023-02-27,2024-01-06,1669,2756.56,Heavy,313,4140.63,2.481,1,35,Clear,NULL,NULL,0
657,Sharjah,Ajman,Courier,2023-02-13,2023-02-22,208.49,1724.59,Medium,9,647.21,3.104,1,45.3,Hot,NULL,NULL,0
658,"Umm Al Quwain",Dubai,Air,2023-06-22,2023-03-29,727.71,1205.75,Medium,1,2193.59,3.014,1,33,"Dust Storm",NULL,NULL,0
660,Fujairah,Sharjah,Courier,2023-06-22,2023-08-14,1407.16,3635.01,Heavy,53,9207.07,6.543,1,38.5,Rainy,NULL,NULL,0
661,Sharjah,"Umm Al Quwain",Truck,2023-11-13,2023-09-06,1517.23,1171.21,Medium,1,1599.3,1.054,0,34.7,Hot,NULL,NULL,0
663,"Abu Dhabi",Fujairah,Ship,2023-05-29,2023-05-01,149.32,4583.38,Heavy,1,958.15,6.417,0,20.3,Rainy,NULL,NULL,0
665,Ajman,"Ras Al Khaimah",Truck,2023-08-01,2023-03-03,997.79,27.03,Light,1,24.27,0.024,0,37.3,Rainy,NULL,NULL,0
666,"Ras Al Khaimah",Dubai,Ship,2023-07-22,2023-11-24,755.26,1588.79,Medium,125,1679.93,2.224,1,35.5,"Dust Storm",NULL,NULL,1
667,Fujairah,Sharjah,Air,2023-09-09,2023-07-11,839.5,4187.7,Heavy,1,8788.94,10.469,0,36.1,Clear,NULL,NULL,1
668,Fujairah,Sharjah,Courier,2023-08-17,2023-07-09,1569.45,2684.54,Heavy,1,7583.85,4.832,0,45.3,Hot,NULL,NULL,0
669,Ajman,Sharjah,Air,2023-06-13,2023-06-01,58.92,4038.51,Heavy,1,594.87,10.096,0,29.5,Rainy,NULL,NULL,0
670,"Umm Al Quwain","Ras Al Khaimah",Truck,2023-08-15,2023-10-14,1331.17,4267.35,Heavy,60,5112.51,3.841,1,36.5,Rainy,NULL,NULL,0
671,Dubai,Ajman,Courier,2023-05-27,2023-04-07,30.22,2215.92,Heavy,1,120.54,3.989,0,40.4,Hot,NULL,NULL,1
672,Dubai,"Umm Al Quwain",Air,2023-01-20,2023-11-09,154.23,1798.12,Medium,293,693.31,4.495,1,26.3,"Dust Storm",NULL,NULL,0
673,Ajman,"Ras Al Khaimah",Truck,2023-02-16,2023-11-06,834.32,2279.89,Heavy,263,1711.94,2.052,1,47.7,Clear,NULL,NULL,0
674,"Umm Al Quwain",Ajman,Ship,2023-08-21,2023-09-21,1686.67,3265.71,Heavy,31,7711.45,4.572,1,42.1,Rainy,NULL,NULL,0
676,Sharjah,"Abu Dhabi",Ship,2023-01-14,2023-04-24,1122.6,3876.07,Heavy,100,6091.79,5.427,1,46,Clear,NULL,NULL,1
677,"Umm Al Quwain",Ajman,Courier,2023-05-23,2023-05-06,1366.66,4520.44,Heavy,1,11120.23,8.137,0,47.9,Rainy,NULL,NULL,0
678,Sharjah,Fujairah,Ship,2023-01-01,2023-05-13,482.18,1415.14,Medium,132,955.29,1.981,1,43.8,"Dust Storm",NULL,NULL,1
679,"Abu Dhabi",Fujairah,Truck,2023-02-23,2023-05-02,1039.29,4825.12,Heavy,68,4513.23,4.343,1,32.8,"Dust Storm",NULL,NULL,0
680,Dubai,"Umm Al Quwain",Courier,2023-09-16,2023-07-17,1825.47,3115.51,Heavy,1,10237.09,5.608,0,49.8,Hot,NULL,NULL,1
681,Dubai,Sharjah,Air,2023-05-24,2023-10-22,1039.09,4391.45,Heavy,151,11407.78,10.979,1,23.7,Rainy,NULL,NULL,0
682,Ajman,"Ras Al Khaimah",Ship,2023-01-12,2023-05-03,339.93,524.06,Medium,111,249.4,0.734,1,36.1,Clear,NULL,NULL,0
683,Ajman,Dubai,Courier,2023-11-26,2023-10-10,1266.79,1261.24,Medium,1,2875.91,2.27,0,25.1,Rainy,NULL,NULL,1
687,Dubai,"Ras Al Khaimah",Air,2023-06-05,2023-06-11,338.86,4341.66,Heavy,6,3678.04,10.854,0,43.5,Hot,NULL,NULL,0
688,Fujairah,Sharjah,Air,2023-01-08,2023-10-17,298.49,2095.97,Heavy,282,1564.07,5.24,1,30.6,Clear,NULL,NULL,1
689,"Abu Dhabi",Sharjah,Ship,2023-05-02,2023-07-20,541.15,4815.84,Heavy,79,3648.53,6.742,1,48,Clear,NULL,NULL,0
690,"Abu Dhabi",Fujairah,Courier,2023-12-14,2023-10-04,924.59,2919.44,Heavy,1,4858.71,5.255,0,31,Rainy,NULL,NULL,0
691,Sharjah,Dubai,Air,2023-06-13,2023-01-17,762.28,696.28,Medium,1,1326.9,1.741,1,21.2,"Dust Storm",NULL,NULL,0
692,"Ras Al Khaimah","Abu Dhabi",Courier,2023-03-31,2023-06-23,1784.58,2731.79,Heavy,84,8775.18,4.917,1,39.1,Hot,NULL,NULL,0
693,"Umm Al Quwain","Abu Dhabi",Courier,2023-05-16,2023-09-06,1235.86,4967.76,Heavy,113,11051.02,8.942,1,30.9,"Dust Storm",NULL,NULL,0
694,Dubai,Sharjah,Truck,2023-07-05,2023-08-07,1756,2828.03,Heavy,33,4469.42,2.545,1,24.6,Hot,NULL,NULL,0
695,Fujairah,"Ras Al Khaimah",Truck,2023-11-12,2023-03-29,1068.27,14.34,Light,1,13.79,0.013,0,48,Rainy,NULL,NULL,1
696,"Umm Al Quwain",Sharjah,Air,2023-06-27,2023-03-24,207.04,4665.73,Heavy,1,2414.98,11.664,0,39.1,Clear,NULL,NULL,0
697,Dubai,"Umm Al Quwain",Air,2023-01-28,2023-03-04,942.68,1178.3,Medium,35,2776.9,2.946,1,48.2,Rainy,NULL,NULL,1
698,Ajman,Fujairah,Truck,2023-08-08,2023-10-15,1649.4,3444.2,Heavy,68,5112.78,3.1,1,37.5,Hot,NULL,NULL,0
700,Sharjah,Dubai,Air,2023-02-10,2023-01-13,209.69,1630.54,Medium,1,854.77,4.076,0,20.9,Clear,NULL,NULL,0
702,"Ras Al Khaimah",Sharjah,Air,2023-07-11,2023-08-23,796.13,4644.16,Heavy,43,9243.39,11.61,1,21.2,Clear,NULL,NULL,0
704,"Umm Al Quwain","Ras Al Khaimah",Ship,2023-07-20,2023-05-12,296.42,2568.11,Heavy,1,1065.73,3.595,0,28.9,Rainy,NULL,NULL,0
705,"Umm Al Quwain","Abu Dhabi",Air,2023-07-31,2023-04-26,524.15,1296.18,Medium,1,1698.48,3.24,0,40.6,Hot,NULL,NULL,0
706,"Abu Dhabi",Dubai,Courier,2023-08-08,2023-08-07,1374.1,516.2,Medium,1,1276.76,0.929,1,28.5,"Dust Storm",NULL,NULL,0
707,Dubai,Sharjah,Ship,2023-08-28,2023-05-18,790.28,787.1,Medium,1,870.84,1.102,0,21.1,Rainy,NULL,NULL,0
708,"Ras Al Khaimah",Dubai,Ship,2023-02-15,2023-04-17,1276.12,2613.65,Heavy,61,4669.46,3.659,1,41.9,Rainy,NULL,NULL,0
709,Sharjah,Fujairah,Truck,2023-02-04,2023-06-29,1086.52,1542.61,Medium,145,1508.47,1.388,1,29.3,Rainy,NULL,NULL,1
710,"Abu Dhabi","Umm Al Quwain",Courier,2023-09-10,2023-01-17,1111.63,215.13,Light,1,430.46,0.387,0,36.5,Hot,NULL,NULL,1
711,Dubai,"Abu Dhabi",Truck,2023-03-23,2023-08-31,519.64,2278.56,Heavy,161,1065.63,2.051,1,43.2,Hot,NULL,NULL,0
712,Fujairah,"Ras Al Khaimah",Courier,2023-09-13,2023-12-01,1057.44,3732.22,Heavy,79,7103.88,6.718,1,41.1,Clear,NULL,NULL,0
713,Sharjah,Dubai,Air,2023-07-16,2023-08-15,76.48,4459.02,Heavy,30,852.56,11.147,1,30.5,Clear,NULL,NULL,1
714,Dubai,"Abu Dhabi",Truck,2023-10-30,2023-08-31,880.54,2928.49,Heavy,1,2320.79,2.636,0,42.4,Clear,NULL,NULL,0
715,"Abu Dhabi","Umm Al Quwain",Air,2023-01-10,2023-05-22,1158.07,3617.84,Heavy,132,10474.28,9.045,1,47.8,Clear,NULL,NULL,0
716,"Abu Dhabi",Sharjah,Air,2023-11-08,2023-07-19,388.53,1823.53,Medium,1,1771.24,4.559,0,38.3,Rainy,NULL,NULL,0
717,Fujairah,"Ras Al Khaimah",Truck,2023-10-13,2023-04-23,535.42,2483.71,Heavy,1,1196.85,2.235,1,41.1,"Dust Storm",NULL,NULL,0
718,Sharjah,"Ras Al Khaimah",Truck,2023-08-30,2023-05-08,462.48,3649.49,Heavy,1,1519.03,3.285,0,46,Clear,NULL,NULL,0
719,Sharjah,Ajman,Air,2023-09-08,2023-01-22,169,3639.65,Heavy,1,1537.75,9.099,0,45.3,Hot,NULL,NULL,0
720,"Ras Al Khaimah",Dubai,Air,2023-12-31,2023-05-28,715.28,2125.51,Heavy,1,3800.84,5.314,0,30.5,Clear,NULL,NULL,1
721,Dubai,"Abu Dhabi",Courier,2023-01-05,2023-03-31,1958.56,2720.62,Heavy,85,9591.3,4.897,1,49.8,Hot,NULL,NULL,0
722,"Ras Al Khaimah",Dubai,Air,2023-04-29,2023-10-31,727.14,4619.66,Heavy,185,8397.85,11.549,1,20.9,"Dust Storm",NULL,NULL,1
723,"Abu Dhabi",Sharjah,Ship,2023-10-16,2023-07-23,937.26,3161.83,Heavy,1,4148.84,4.427,0,49.6,Rainy,NULL,NULL,0
724,"Abu Dhabi",Sharjah,Air,2023-03-06,2023-03-27,1316.58,3214.66,Heavy,21,10580.89,8.037,1,27.4,"Dust Storm",NULL,NULL,0
726,Fujairah,"Ras Al Khaimah",Air,2023-08-12,2023-03-14,1901.29,580.54,Medium,1,2759.44,1.451,0,46.5,Rainy,NULL,NULL,1
727,Fujairah,"Ras Al Khaimah",Truck,2023-08-27,2023-10-26,1719.4,2616.81,Heavy,60,4049.41,2.355,1,27.3,Hot,NULL,NULL,1
728,Sharjah,"Abu Dhabi",Truck,2023-06-26,2023-01-10,1594.08,4797.36,Heavy,1,6882.64,4.318,1,26.7,"Dust Storm",NULL,NULL,0
729,"Ras Al Khaimah",Fujairah,Ship,2023-09-24,2023-10-09,1904.71,1811.49,Medium,15,4830.51,2.536,1,39.3,Rainy,NULL,NULL,1
730,"Abu Dhabi",Dubai,Air,2023-12-07,2023-09-16,484.61,1478.16,Medium,1,1790.83,3.695,0,41.2,Hot,NULL,NULL,0
731,"Umm Al Quwain",Dubai,Courier,2023-10-09,2023-10-03,1245.6,3008.03,Heavy,1,6744.24,5.414,0,20.2,Hot,NULL,NULL,0
732,Dubai,Sharjah,Courier,2023-03-04,2023-08-27,1777.78,1109.49,Medium,176,3550.37,1.997,1,33.5,Hot,NULL,NULL,1
733,"Umm Al Quwain",Dubai,Air,2023-08-05,2023-01-21,1259.55,2781.95,Heavy,1,8760.01,6.955,0,34.7,Rainy,NULL,NULL,1
734,Ajman,"Abu Dhabi",Air,2023-12-08,2023-08-22,1955.52,782.48,Medium,1,3825.39,1.956,0,28.2,Clear,NULL,NULL,0
735,Dubai,Ajman,Air,2023-11-11,2023-08-10,227.69,2901.07,Heavy,1,1651.36,7.253,0,36.4,Rainy,NULL,NULL,1
736,Fujairah,"Ras Al Khaimah",Air,2023-10-10,2023-11-23,895.48,3013.88,Heavy,44,6747.17,7.535,1,24.6,"Dust Storm",NULL,NULL,0
737,Dubai,Sharjah,Air,2023-06-26,2023-01-18,1955.4,2094.91,Heavy,1,10240.97,5.237,0,29.7,Rainy,NULL,NULL,0
738,"Abu Dhabi","Ras Al Khaimah",Truck,2023-04-08,2023-03-31,777.75,1916.82,Medium,1,1341.73,1.725,0,41.4,Rainy,NULL,NULL,1
740,"Umm Al Quwain","Ras Al Khaimah",Truck,2023-04-09,2023-12-17,89.89,1657.96,Medium,252,134.13,1.492,1,37.7,Rainy,NULL,NULL,1
741,Sharjah,Ajman,Courier,2023-11-07,2023-03-26,1398.83,2494.24,Heavy,1,6280.23,4.49,0,22.2,Rainy,NULL,NULL,0
742,"Ras Al Khaimah",Dubai,Truck,2023-01-06,2023-03-29,1871.21,1242.06,Medium,82,2091.74,1.118,1,40.4,"Dust Storm",NULL,NULL,0
743,Ajman,Fujairah,Truck,2023-07-16,2023-11-04,783.93,3915.26,Heavy,111,2762.36,3.524,1,46.9,Clear,NULL,NULL,1
744,Sharjah,"Ras Al Khaimah",Ship,2023-12-17,2023-12-05,71.96,3546.63,Heavy,1,357.3,4.965,0,35.1,Clear,NULL,NULL,1
745,Ajman,"Abu Dhabi",Courier,2023-05-13,2023-06-04,84.98,1350.18,Medium,22,206.53,2.43,1,34.8,Hot,NULL,NULL,1
746,Ajman,"Ras Al Khaimah",Courier,2023-12-24,2023-08-17,1787.29,491.69,Light,1,1581.83,0.885,0,49.7,Clear,NULL,NULL,1
747,"Abu Dhabi","Ras Al Khaimah",Air,2023-09-16,2023-09-22,1453.36,5.9,Light,6,21.44,0.015,1,39.1,Rainy,NULL,NULL,1
748,"Abu Dhabi",Dubai,Ship,2023-01-23,2023-08-12,240.17,2985.61,Heavy,201,1003.88,4.18,1,44.2,"Dust Storm",NULL,NULL,0
749,Fujairah,"Umm Al Quwain",Truck,2023-02-22,2023-05-02,137.54,1060.76,Medium,69,131.31,0.955,1,39.4,Hot,NULL,NULL,0
750,Fujairah,"Abu Dhabi",Truck,2023-06-14,2023-06-23,1615.51,67.85,Light,9,98.65,0.061,1,26.6,Rainy,NULL,NULL,0
751,Ajman,Dubai,Truck,2023-07-21,2023-01-05,1625.43,1798.63,Medium,1,2631.19,1.619,0,28.5,Hot,NULL,NULL,0
753,Fujairah,"Umm Al Quwain",Courier,2023-05-25,2023-05-09,624,3451.26,Heavy,1,3876.46,6.212,0,33.7,Rainy,NULL,NULL,0
754,"Abu Dhabi",Dubai,Truck,2023-03-26,2023-04-21,1566.65,4289.53,Heavy,26,6048.17,3.861,1,32.1,Hot,NULL,NULL,1
755,Fujairah,Dubai,Courier,2023-03-19,2023-12-22,1065.06,727.97,Medium,278,1395.6,1.31,1,20.7,Hot,NULL,NULL,1
756,Ajman,Sharjah,Air,2023-01-01,2023-02-07,1914.47,371.07,Light,37,1776.01,0.928,1,46.5,Clear,NULL,NULL,1
757,"Umm Al Quwain",Ajman,Truck,2023-02-20,2023-03-13,977.69,62.59,Light,21,55.07,0.056,1,46.5,Hot,NULL,NULL,0
758,Sharjah,"Umm Al Quwain",Truck,2023-06-22,2023-10-17,1363.61,4778.53,Heavy,117,5864.45,4.301,1,33.8,Clear,NULL,NULL,0
759,"Ras Al Khaimah",Fujairah,Air,2023-07-24,2023-02-01,1034.27,1504.51,Medium,1,3890.17,3.761,0,41,Clear,NULL,NULL,0
760,"Ras Al Khaimah","Umm Al Quwain",Courier,2023-09-17,2023-09-26,1887.64,2300.23,Heavy,9,7815.61,4.14,1,25.3,"Dust Storm",NULL,NULL,1
761,Dubai,Ajman,Truck,2023-10-15,2023-01-12,815.36,1975.65,Medium,1,1449.78,1.778,0,35.1,Clear,NULL,NULL,1
762,Fujairah,Ajman,Air,2023-02-03,2023-12-11,482.7,3653.63,Heavy,311,4409.02,9.134,1,33.2,Hot,NULL,NULL,0
763,"Ras Al Khaimah","Abu Dhabi",Ship,2023-12-14,2023-11-25,673.47,1553.27,Medium,1,1464.51,2.175,0,39.7,Clear,NULL,NULL,0
764,"Umm Al Quwain",Sharjah,Air,2023-04-05,2023-02-02,1709.97,2679.59,Heavy,1,11455.05,6.699,0,34.1,Clear,NULL,NULL,0
765,"Umm Al Quwain",Sharjah,Truck,2023-03-13,2023-02-27,1010.94,4977.93,Heavy,1,4529.15,4.48,0,35,Hot,NULL,NULL,0
766,"Abu Dhabi",Dubai,Air,2023-02-08,2023-06-16,727.88,2223.1,Heavy,128,4045.38,5.558,1,28.9,"Dust Storm",NULL,NULL,0
767,Sharjah,Ajman,Courier,2023-06-03,2023-07-08,1102.19,2758.6,Heavy,35,5472.9,4.965,1,21.5,"Dust Storm",NULL,NULL,1
768,"Abu Dhabi","Umm Al Quwain",Truck,2023-09-07,2023-12-09,292.46,2515.13,Heavy,93,662.02,2.264,1,47.5,Hot,NULL,NULL,0
770,Ajman,"Abu Dhabi",Courier,2023-04-28,2023-04-27,582.75,1337.86,Medium,1,1403.35,2.408,0,28.4,Rainy,NULL,NULL,0
772,"Umm Al Quwain",Sharjah,Courier,2023-11-02,2023-09-28,1432.01,3771.7,Heavy,1,9722,6.789,0,29.6,Clear,NULL,NULL,0
774,Dubai,Fujairah,Truck,2023-02-23,2023-01-11,1855.53,4569.06,Heavy,1,7630.23,4.112,0,33.8,Hot,NULL,NULL,0
775,"Umm Al Quwain",Ajman,Truck,2023-08-24,2023-03-22,841.86,3222.58,Heavy,1,2441.67,2.9,0,27.7,Rainy,NULL,NULL,0
776,Sharjah,"Umm Al Quwain",Truck,2023-08-10,2023-07-12,1488.82,2823.89,Heavy,1,3783.84,2.542,0,22.6,Rainy,NULL,NULL,0
777,"Ras Al Khaimah",Fujairah,Air,2023-09-08,2023-11-17,177.11,356.93,Light,70,158.04,0.892,1,24.1,Hot,NULL,NULL,0
778,"Ras Al Khaimah",Sharjah,Truck,2023-11-09,2023-07-10,143.33,3653.41,Heavy,1,471.28,3.288,0,34.6,Clear,NULL,NULL,0
779,"Umm Al Quwain","Abu Dhabi",Truck,2023-04-22,2023-03-10,275.85,3431.77,Heavy,1,851.99,3.089,1,45.4,"Dust Storm",NULL,NULL,1
780,"Ras Al Khaimah","Umm Al Quwain",Courier,2023-09-12,2023-12-15,913.68,3202.16,Heavy,94,5266.35,5.764,1,23,Hot,NULL,NULL,0
781,Dubai,Ajman,Courier,2023-10-30,2023-05-06,446.22,1343.21,Medium,1,1078.86,2.418,0,40.3,Hot,NULL,NULL,0
782,Ajman,"Abu Dhabi",Courier,2023-07-26,2023-12-03,595.24,4733.96,Heavy,130,5072.12,8.521,1,43.8,"Dust Storm",NULL,NULL,0
784,"Abu Dhabi",Fujairah,Courier,2023-12-07,2023-04-08,736.29,765.39,Medium,1,1014.39,1.378,0,40,Clear,NULL,NULL,0
785,"Umm Al Quwain",Fujairah,Ship,2023-03-07,2023-10-03,1128.02,4936.07,Heavy,210,7795.18,6.91,1,40.6,Rainy,NULL,NULL,0
786,"Ras Al Khaimah",Dubai,Courier,2023-03-16,2023-05-30,842.44,3732.5,Heavy,75,5659.93,6.718,1,41.2,"Dust Storm",NULL,NULL,0
788,"Umm Al Quwain",Fujairah,Air,2023-07-11,2023-09-23,175.82,4679.9,Heavy,74,2057.05,11.7,1,32,"Dust Storm",NULL,NULL,0
790,Sharjah,"Ras Al Khaimah",Ship,2023-08-14,2023-10-11,143.67,442.87,Light,58,89.08,0.62,1,36.3,Clear,NULL,NULL,0
791,Dubai,Sharjah,Air,2023-10-21,2023-10-01,1248.67,3413.84,Heavy,1,10656.9,8.535,0,21.9,Hot,NULL,NULL,1
792,Ajman,"Abu Dhabi",Ship,2023-11-02,2023-10-29,1597.56,893.97,Medium,1,1999.44,1.252,0,30,Hot,NULL,NULL,0
793,"Abu Dhabi","Ras Al Khaimah",Truck,2023-04-08,2023-01-09,699.29,4586.11,Heavy,1,2886.32,4.128,1,46.5,"Dust Storm",NULL,NULL,1
794,Ajman,"Ras Al Khaimah",Truck,2023-12-04,2023-07-28,792.61,4202.59,Heavy,1,2997.91,3.782,0,36,Clear,NULL,NULL,0
795,"Abu Dhabi",Sharjah,Courier,2023-10-13,2023-05-06,1637.9,1535.3,Medium,1,4526.4,2.764,1,33.1,"Dust Storm",NULL,NULL,0
796,"Abu Dhabi",Fujairah,Courier,2023-12-01,2023-05-04,468.55,4444.75,Heavy,1,3748.66,8.001,0,28,Clear,NULL,NULL,0
797,Ajman,Sharjah,Courier,2023-12-13,2023-02-03,264.75,219.22,Light,1,104.47,0.395,0,27.5,Hot,NULL,NULL,0
798,"Umm Al Quwain",Ajman,Courier,2023-11-04,2023-01-02,1017.2,2745.45,Heavy,1,5026.81,4.942,0,27.1,Clear,NULL,NULL,1
799,Fujairah,"Abu Dhabi",Truck,2023-09-06,2023-07-24,1302.99,4678.14,Heavy,1,5486.01,4.21,0,44.9,Hot,NULL,NULL,0
800,Ajman,"Umm Al Quwain",Courier,2023-06-15,2023-01-07,1211.32,4277.64,Heavy,1,9326.86,7.7,0,49.6,Clear,NULL,NULL,0
801,"Umm Al Quwain","Ras Al Khaimah",Ship,2023-12-01,2023-10-25,1436.33,1783.59,Medium,1,3586.55,2.497,0,36,Rainy,NULL,NULL,0
802,"Abu Dhabi",Ajman,Air,2023-01-30,2023-01-06,141.8,918.44,Medium,1,325.59,2.296,0,22.4,Clear,NULL,NULL,0
803,"Umm Al Quwain",Fujairah,Ship,2023-09-04,2023-03-22,873.56,1056.65,Medium,1,1292.27,1.479,1,42.5,"Dust Storm",NULL,NULL,0
804,"Umm Al Quwain",Fujairah,Air,2023-04-16,2023-10-02,499.98,2574.97,Heavy,169,3218.58,6.437,1,46.3,Rainy,NULL,NULL,1
805,"Ras Al Khaimah",Sharjah,Truck,2023-02-20,2023-06-27,1525.47,2985.88,Heavy,127,4099.38,2.687,1,47.9,Rainy,NULL,NULL,0
806,Sharjah,Dubai,Air,2023-03-22,2023-12-05,1749.28,168.91,Light,258,738.68,0.422,1,38.9,Rainy,NULL,NULL,0
807,Sharjah,"Ras Al Khaimah",Courier,2023-05-13,2023-11-18,584.23,2070.69,Heavy,189,2177.57,3.727,1,35.2,Rainy,NULL,NULL,1
808,Dubai,"Ras Al Khaimah",Truck,2023-10-12,2023-12-06,217.58,4152.78,Heavy,55,813.21,3.738,1,38.6,Rainy,NULL,NULL,0
809,Sharjah,Dubai,Courier,2023-05-18,2023-05-17,529.25,2224.42,Heavy,1,2119.09,4.004,0,20.4,Rainy,NULL,NULL,0
811,"Abu Dhabi",Fujairah,Ship,2023-11-26,2023-11-22,665.17,4774.53,Heavy,1,4446.22,6.684,0,41.3,Clear,NULL,NULL,1
812,Ajman,"Umm Al Quwain",Courier,2023-09-30,2023-07-03,1090.25,1335.05,Medium,1,2619.97,2.403,1,41.7,"Dust Storm",NULL,NULL,1
813,Ajman,"Umm Al Quwain",Air,2023-12-06,2023-06-18,1948.15,3993.15,Heavy,1,19448.14,9.983,0,36.9,Clear,NULL,NULL,0
814,Fujairah,"Ras Al Khaimah",Ship,2023-03-10,2023-12-05,816.76,973,Medium,270,1112.59,1.362,1,41,Rainy,NULL,NULL,0
815,Sharjah,"Umm Al Quwain",Air,2023-02-03,2023-06-28,463.48,2118.75,Heavy,145,2455,5.297,1,39.2,Rainy,NULL,NULL,0
816,"Abu Dhabi","Umm Al Quwain",Ship,2023-09-19,2023-04-06,358.6,2454.66,Heavy,1,1232.34,3.437,0,23.5,Rainy,NULL,NULL,0
